,index,latitude,locationid,longitude
0,5013,59.85611111,00AK,151.6963889
1,3013,59.85611111,00AK,151.6963889
2,8013,59.85611111,00AK,151.6963889
3,12013,59.85611111,00AK,151.6963889
4,2013,59.85611111,00AK,151.6963889
5,13013,59.85611111,00AK,151.6963889
6,15013,59.85611111,00AK,151.6963889
7,13,59.85611111,00AK,151.6963889
8,6013,59.85611111,00AK,151.6963889
9,11013,59.85611111,00AK,151.6963889
10,9013,59.85611111,00AK,151.6963889
11,4013,59.85611111,00AK,151.6963889
12,14013,59.85611111,00AK,151.6963889
13,1013,59.85611111,00AK,151.6963889
14,10013,59.85611111,00AK,151.6963889
15,16013,59.85611111,00AK,151.6963889
16,7013,59.85611111,00AK,151.6963889
17,11645,34.86472222,00AL,86.77027778
18,8645,34.86472222,00AL,86.77027778
19,3645,34.86472222,00AL,86.77027778
20,9645,34.86472222,00AL,86.77027778
21,12645,34.86472222,00AL,86.77027778
22,4645,34.86472222,00AL,86.77027778
23,15645,34.86472222,00AL,86.77027778
24,7645,34.86472222,00AL,86.77027778
25,1645,34.86472222,00AL,86.77027778
26,16645,34.86472222,00AL,86.77027778
27,645,34.86472222,00AL,86.77027778
28,13645,34.86472222,00AL,86.77027778
29,2645,34.86472222,00AL,86.77027778
30,6645,34.86472222,00AL,86.77027778
31,5645,34.86472222,00AL,86.77027778
32,14645,34.86472222,00AL,86.77027778
33,10645,34.86472222,00AL,86.77027778
34,13996,34.30555556,00AZ,112.1647222
35,7996,34.30555556,00AZ,112.1647222
36,12996,34.30555556,00AZ,112.1647222
37,8996,34.30555556,00AZ,112.1647222
38,996,34.30555556,00AZ,112.1647222
39,16996,34.30555556,00AZ,112.1647222
40,6996,34.30555556,00AZ,112.1647222
41,4996,34.30555556,00AZ,112.1647222
42,14996,34.30555556,00AZ,112.1647222
43,1996,34.30555556,00AZ,112.1647222
44,5996,34.30555556,00AZ,112.1647222
45,9996,34.30555556,00AZ,112.1647222
46,3996,34.30555556,00AZ,112.1647222
47,10996,34.30555556,00AZ,112.1647222
48,15996,34.30555556,00AZ,112.1647222
49,11996,34.30555556,00AZ,112.1647222
50,2996,34.30555556,00AZ,112.1647222
51,10365,62.94361111,01A,152.27
52,11365,62.94361111,01A,152.27
53,2365,62.94361111,01A,152.27
54,16365,62.94361111,01A,152.27
55,6365,62.94361111,01A,152.27
56,5365,62.94361111,01A,152.27
57,8365,62.94361111,01A,152.27
58,13365,62.94361111,01A,152.27
59,365,62.94361111,01A,152.27
60,3365,62.94361111,01A,152.27
61,7365,62.94361111,01A,152.27
62,9365,62.94361111,01A,152.27
63,14365,62.94361111,01A,152.27
64,12365,62.94361111,01A,152.27
65,4365,62.94361111,01A,152.27
66,1365,62.94361111,01A,152.27
67,15365,62.94361111,01A,152.27
68,4589,32.94583333,01AL,86.51388889
69,1589,32.94583333,01AL,86.51388889
70,2589,32.94583333,01AL,86.51388889
71,10589,32.94583333,01AL,86.51388889
72,12589,32.94583333,01AL,86.51388889
73,5589,32.94583333,01AL,86.51388889
74,13589,32.94583333,01AL,86.51388889
75,14589,32.94583333,01AL,86.51388889
76,8589,32.94583333,01AL,86.51388889
77,589,32.94583333,01AL,86.51388889
78,9589,32.94583333,01AL,86.51388889
79,6589,32.94583333,01AL,86.51388889
80,7589,32.94583333,01AL,86.51388889
81,15589,32.94583333,01AL,86.51388889
82,11589,32.94583333,01AL,86.51388889
83,3589,32.94583333,01AL,86.51388889
84,16589,32.94583333,01AL,86.51388889
85,2588,32.85055556,02A,86.61138889
86,16588,32.85055556,02A,86.61138889
87,8588,32.85055556,02A,86.61138889
88,7588,32.85055556,02A,86.61138889
89,14588,32.85055556,02A,86.61138889
90,588,32.85055556,02A,86.61138889
91,11588,32.85055556,02A,86.61138889
92,12588,32.85055556,02A,86.61138889
93,10588,32.85055556,02A,86.61138889
94,9588,32.85055556,02A,86.61138889
95,5588,32.85055556,02A,86.61138889
96,1588,32.85055556,02A,86.61138889
97,13588,32.85055556,02A,86.61138889
98,3588,32.85055556,02A,86.61138889
99,6588,32.85055556,02A,86.61138889
100,4588,32.85055556,02A,86.61138889
101,15588,32.85055556,02A,86.61138889
102,535,61.87694444,02AK,150.0977778
103,8535,61.87694444,02AK,150.0977778
104,6535,61.87694444,02AK,150.0977778
105,13535,61.87694444,02AK,150.0977778
106,12535,61.87694444,02AK,150.0977778
107,1535,61.87694444,02AK,150.0977778
108,16535,61.87694444,02AK,150.0977778
109,11535,61.87694444,02AK,150.0977778
110,15535,61.87694444,02AK,150.0977778
111,10535,61.87694444,02AK,150.0977778
112,5535,61.87694444,02AK,150.0977778
113,2535,61.87694444,02AK,150.0977778
114,4535,61.87694444,02AK,150.0977778
115,7535,61.87694444,02AK,150.0977778
116,14535,61.87694444,02AK,150.0977778
117,9535,61.87694444,02AK,150.0977778
118,3535,61.87694444,02AK,150.0977778
119,7620,30.37138889,02AL,87.76444444
120,10620,30.37138889,02AL,87.76444444
121,2620,30.37138889,02AL,87.76444444
122,13620,30.37138889,02AL,87.76444444
123,3620,30.37138889,02AL,87.76444444
124,8620,30.37138889,02AL,87.76444444
125,9620,30.37138889,02AL,87.76444444
126,4620,30.37138889,02AL,87.76444444
127,15620,30.37138889,02AL,87.76444444
128,14620,30.37138889,02AL,87.76444444
129,11620,30.37138889,02AL,87.76444444
130,12620,30.37138889,02AL,87.76444444
131,5620,30.37138889,02AL,87.76444444
132,1620,30.37138889,02AL,87.76444444
133,620,30.37138889,02AL,87.76444444
134,16620,30.37138889,02AL,87.76444444
135,6620,30.37138889,02AL,87.76444444
136,2866,34.8225,02AR,92.44444444
137,7866,34.8225,02AR,92.44444444
138,3866,34.8225,02AR,92.44444444
139,4866,34.8225,02AR,92.44444444
140,15866,34.8225,02AR,92.44444444
141,13866,34.8225,02AR,92.44444444
142,6866,34.8225,02AR,92.44444444
143,11866,34.8225,02AR,92.44444444
144,8866,34.8225,02AR,92.44444444
145,9866,34.8225,02AR,92.44444444
146,16866,34.8225,02AR,92.44444444
147,10866,34.8225,02AR,92.44444444
148,12866,34.8225,02AR,92.44444444
149,14866,34.8225,02AR,92.44444444
150,866,34.8225,02AR,92.44444444
151,5866,34.8225,02AR,92.44444444
152,1866,34.8225,02AR,92.44444444
153,11668,31.73611111,04A,86.26222222
154,13668,31.73611111,04A,86.26222222
155,5668,31.73611111,04A,86.26222222
156,14668,31.73611111,04A,86.26222222
157,9668,31.73611111,04A,86.26222222
158,1668,31.73611111,04A,86.26222222
159,8668,31.73611111,04A,86.26222222
160,7668,31.73611111,04A,86.26222222
161,15668,31.73611111,04A,86.26222222
162,2668,31.73611111,04A,86.26222222
163,668,31.73611111,04A,86.26222222
164,3668,31.73611111,04A,86.26222222
165,12668,31.73611111,04A,86.26222222
166,4668,31.73611111,04A,86.26222222
167,6668,31.73611111,04A,86.26222222
168,10668,31.73611111,04A,86.26222222
169,16668,31.73611111,04A,86.26222222
170,13335,61.66861111,05AK,149.1875
171,15335,61.66861111,05AK,149.1875
172,7335,61.66861111,05AK,149.1875
173,3335,61.66861111,05AK,149.1875
174,11335,61.66861111,05AK,149.1875
175,335,61.66861111,05AK,149.1875
176,1335,61.66861111,05AK,149.1875
177,16335,61.66861111,05AK,149.1875
178,5335,61.66861111,05AK,149.1875
179,10335,61.66861111,05AK,149.1875
180,4335,61.66861111,05AK,149.1875
181,2335,61.66861111,05AK,149.1875
182,8335,61.66861111,05AK,149.1875
183,14335,61.66861111,05AK,149.1875
184,9335,61.66861111,05AK,149.1875
185,6335,61.66861111,05AK,149.1875
186,12335,61.66861111,05AK,149.1875
187,15857,36.00055556,05AR,93.57027778
188,5857,36.00055556,05AR,93.57027778
189,1857,36.00055556,05AR,93.57027778
190,9857,36.00055556,05AR,93.57027778
191,8857,36.00055556,05AR,93.57027778
192,13857,36.00055556,05AR,93.57027778
193,16857,36.00055556,05AR,93.57027778
194,6857,36.00055556,05AR,93.57027778
195,11857,36.00055556,05AR,93.57027778
196,10857,36.00055556,05AR,93.57027778
197,14857,36.00055556,05AR,93.57027778
198,2857,36.00055556,05AR,93.57027778
199,12857,36.00055556,05AR,93.57027778
200,857,36.00055556,05AR,93.57027778
201,3857,36.00055556,05AR,93.57027778
202,7857,36.00055556,05AR,93.57027778
203,4857,36.00055556,05AR,93.57027778
204,14955,33.07916667,05XS,91.54305556
205,10955,33.07916667,05XS,91.54305556
206,16955,33.07916667,05XS,91.54305556
207,15955,33.07916667,05XS,91.54305556
208,2955,33.07916667,05XS,91.54305556
209,1955,33.07916667,05XS,91.54305556
210,11955,33.07916667,05XS,91.54305556
211,8955,33.07916667,05XS,91.54305556
212,9955,33.07916667,05XS,91.54305556
213,12955,33.07916667,05XS,91.54305556
214,6955,33.07916667,05XS,91.54305556
215,955,33.07916667,05XS,91.54305556
216,13955,33.07916667,05XS,91.54305556
217,3955,33.07916667,05XS,91.54305556
218,4955,33.07916667,05XS,91.54305556
219,7955,33.07916667,05XS,91.54305556
220,5955,33.07916667,05XS,91.54305556
221,729,32.46055556,06A,85.68
222,1729,32.46055556,06A,85.68
223,7729,32.46055556,06A,85.68
224,12729,32.46055556,06A,85.68
225,6729,32.46055556,06A,85.68
226,14729,32.46055556,06A,85.68
227,11729,32.46055556,06A,85.68
228,3729,32.46055556,06A,85.68
229,16729,32.46055556,06A,85.68
230,8729,32.46055556,06A,85.68
231,13729,32.46055556,06A,85.68
232,15729,32.46055556,06A,85.68
233,4729,32.46055556,06A,85.68
234,9729,32.46055556,06A,85.68
235,2729,32.46055556,06A,85.68
236,10729,32.46055556,06A,85.68
237,5729,32.46055556,06A,85.68
238,9497,61.6275,06AK,149.5752778
239,16497,61.6275,06AK,149.5752778
240,7497,61.6275,06AK,149.5752778
241,4497,61.6275,06AK,149.5752778
242,14497,61.6275,06AK,149.5752778
243,1497,61.6275,06AK,149.5752778
244,12497,61.6275,06AK,149.5752778
245,8497,61.6275,06AK,149.5752778
246,15497,61.6275,06AK,149.5752778
247,2497,61.6275,06AK,149.5752778
248,497,61.6275,06AK,149.5752778
249,3497,61.6275,06AK,149.5752778
250,13497,61.6275,06AK,149.5752778
251,10497,61.6275,06AK,149.5752778
252,6497,61.6275,06AK,149.5752778
253,11497,61.6275,06AK,149.5752778
254,5497,61.6275,06AK,149.5752778
255,1845,35.54444444,06AR,92.185
256,13845,35.54444444,06AR,92.185
257,8845,35.54444444,06AR,92.185
258,10845,35.54444444,06AR,92.185
259,11845,35.54444444,06AR,92.185
260,9845,35.54444444,06AR,92.185
261,16845,35.54444444,06AR,92.185
262,14845,35.54444444,06AR,92.185
263,5845,35.54444444,06AR,92.185
264,3845,35.54444444,06AR,92.185
265,845,35.54444444,06AR,92.185
266,6845,35.54444444,06AR,92.185
267,2845,35.54444444,06AR,92.185
268,15845,35.54444444,06AR,92.185
269,4845,35.54444444,06AR,92.185
270,7845,35.54444444,06AR,92.185
271,12845,35.54444444,06AR,92.185
272,4731,32.16694444,07A,85.80972222
273,11731,32.16694444,07A,85.80972222
274,8731,32.16694444,07A,85.80972222
275,9731,32.16694444,07A,85.80972222
276,13731,32.16694444,07A,85.80972222
277,2731,32.16694444,07A,85.80972222
278,15731,32.16694444,07A,85.80972222
279,5731,32.16694444,07A,85.80972222
280,6731,32.16694444,07A,85.80972222
281,7731,32.16694444,07A,85.80972222
282,3731,32.16694444,07A,85.80972222
283,731,32.16694444,07A,85.80972222
284,12731,32.16694444,07A,85.80972222
285,1731,32.16694444,07A,85.80972222
286,16731,32.16694444,07A,85.80972222
287,14731,32.16694444,07A,85.80972222
288,10731,32.16694444,07A,85.80972222
289,13891,35.19444444,07AR,92.80027778
290,5891,35.19444444,07AR,92.80027778
291,10891,35.19444444,07AR,92.80027778
292,3891,35.19444444,07AR,92.80027778
293,14891,35.19444444,07AR,92.80027778
294,7891,35.19444444,07AR,92.80027778
295,9891,35.19444444,07AR,92.80027778
296,15891,35.19444444,07AR,92.80027778
297,12891,35.19444444,07AR,92.80027778
298,6891,35.19444444,07AR,92.80027778
299,2891,35.19444444,07AR,92.80027778
300,11891,35.19444444,07AR,92.80027778
301,4891,35.19444444,07AR,92.80027778
302,8891,35.19444444,07AR,92.80027778
303,891,35.19444444,07AR,92.80027778
304,1891,35.19444444,07AR,92.80027778
305,16891,35.19444444,07AR,92.80027778
306,5735,32.52944444,08A,86.32833333
307,2735,32.52944444,08A,86.32833333
308,735,32.52944444,08A,86.32833333
309,8735,32.52944444,08A,86.32833333
310,10735,32.52944444,08A,86.32833333
311,9735,32.52944444,08A,86.32833333
312,1735,32.52944444,08A,86.32833333
313,13735,32.52944444,08A,86.32833333
314,14735,32.52944444,08A,86.32833333
315,16735,32.52944444,08A,86.32833333
316,11735,32.52944444,08A,86.32833333
317,15735,32.52944444,08A,86.32833333
318,3735,32.52944444,08A,86.32833333
319,7735,32.52944444,08A,86.32833333
320,12735,32.52944444,08A,86.32833333
321,6735,32.52944444,08A,86.32833333
322,4735,32.52944444,08A,86.32833333
323,15045,61.56972222,08AK,149.7244444
324,4045,61.56972222,08AK,149.7244444
325,5045,61.56972222,08AK,149.7244444
326,9045,61.56972222,08AK,149.7244444
327,3045,61.56972222,08AK,149.7244444
328,11045,61.56972222,08AK,149.7244444
329,6045,61.56972222,08AK,149.7244444
330,16045,61.56972222,08AK,149.7244444
331,45,61.56972222,08AK,149.7244444
332,13045,61.56972222,08AK,149.7244444
333,8045,61.56972222,08AK,149.7244444
334,7045,61.56972222,08AK,149.7244444
335,1045,61.56972222,08AK,149.7244444
336,14045,61.56972222,08AK,149.7244444
337,2045,61.56972222,08AK,149.7244444
338,12045,61.56972222,08AK,149.7244444
339,10045,61.56972222,08AK,149.7244444
340,11577,32.11944444,09A,88.1275
341,6577,32.11944444,09A,88.1275
342,13577,32.11944444,09A,88.1275
343,12577,32.11944444,09A,88.1275
344,8577,32.11944444,09A,88.1275
345,7577,32.11944444,09A,88.1275
346,16577,32.11944444,09A,88.1275
347,9577,32.11944444,09A,88.1275
348,15577,32.11944444,09A,88.1275
349,3577,32.11944444,09A,88.1275
350,2577,32.11944444,09A,88.1275
351,1577,32.11944444,09A,88.1275
352,10577,32.11944444,09A,88.1275
353,577,32.11944444,09A,88.1275
354,14577,32.11944444,09A,88.1275
355,5577,32.11944444,09A,88.1275
356,4577,32.11944444,09A,88.1275
357,4050,61.58944444,09AK,149.8472222
358,11050,61.58944444,09AK,149.8472222
359,7050,61.58944444,09AK,149.8472222
360,3050,61.58944444,09AK,149.8472222
361,13050,61.58944444,09AK,149.8472222
362,14050,61.58944444,09AK,149.8472222
363,10050,61.58944444,09AK,149.8472222
364,8050,61.58944444,09AK,149.8472222
365,6050,61.58944444,09AK,149.8472222
366,12050,61.58944444,09AK,149.8472222
367,16050,61.58944444,09AK,149.8472222
368,15050,61.58944444,09AK,149.8472222
369,50,61.58944444,09AK,149.8472222
370,1050,61.58944444,09AK,149.8472222
371,9050,61.58944444,09AK,149.8472222
372,5050,61.58944444,09AK,149.8472222
373,2050,61.58944444,09AK,149.8472222
374,583,32.93694444,0A8,87.09055556
375,6583,32.93694444,0A8,87.09055556
376,4583,32.93694444,0A8,87.09055556
377,11583,32.93694444,0A8,87.09055556
378,3583,32.93694444,0A8,87.09055556
379,9583,32.93694444,0A8,87.09055556
380,14583,32.93694444,0A8,87.09055556
381,5583,32.93694444,0A8,87.09055556
382,1583,32.93694444,0A8,87.09055556
383,2583,32.93694444,0A8,87.09055556
384,7583,32.93694444,0A8,87.09055556
385,16583,32.93694444,0A8,87.09055556
386,10583,32.93694444,0A8,87.09055556
387,12583,32.93694444,0A8,87.09055556
388,15583,32.93694444,0A8,87.09055556
389,13583,32.93694444,0A8,87.09055556
390,8583,32.93694444,0A8,87.09055556
391,9343,61.93444444,0AK,162.8994444
392,4343,61.93444444,0AK,162.8994444
393,2343,61.93444444,0AK,162.8994444
394,6343,61.93444444,0AK,162.8994444
395,1343,61.93444444,0AK,162.8994444
396,16343,61.93444444,0AK,162.8994444
397,10343,61.93444444,0AK,162.8994444
398,343,61.93444444,0AK,162.8994444
399,7343,61.93444444,0AK,162.8994444
400,12343,61.93444444,0AK,162.8994444
401,11343,61.93444444,0AK,162.8994444
402,8343,61.93444444,0AK,162.8994444
403,5343,61.93444444,0AK,162.8994444
404,14343,61.93444444,0AK,162.8994444
405,15343,61.93444444,0AK,162.8994444
406,13343,61.93444444,0AK,162.8994444
407,3343,61.93444444,0AK,162.8994444
408,10303,64.3925,0AK0,146.8622222
409,5303,64.3925,0AK0,146.8622222
410,7303,64.3925,0AK0,146.8622222
411,12303,64.3925,0AK0,146.8622222
412,15303,64.3925,0AK0,146.8622222
413,9303,64.3925,0AK0,146.8622222
414,1303,64.3925,0AK0,146.8622222
415,16303,64.3925,0AK0,146.8622222
416,13303,64.3925,0AK0,146.8622222
417,8303,64.3925,0AK0,146.8622222
418,11303,64.3925,0AK0,146.8622222
419,3303,64.3925,0AK0,146.8622222
420,2303,64.3925,0AK0,146.8622222
421,14303,64.3925,0AK0,146.8622222
422,4303,64.3925,0AK0,146.8622222
423,303,64.3925,0AK0,146.8622222
424,6303,64.3925,0AK0,146.8622222
425,11480,61.61694444,0AK1,149.3216667
426,7480,61.61694444,0AK1,149.3216667
427,480,61.61694444,0AK1,149.3216667
428,13480,61.61694444,0AK1,149.3216667
429,6480,61.61694444,0AK1,149.3216667
430,15480,61.61694444,0AK1,149.3216667
431,10480,61.61694444,0AK1,149.3216667
432,8480,61.61694444,0AK1,149.3216667
433,12480,61.61694444,0AK1,149.3216667
434,4480,61.61694444,0AK1,149.3216667
435,2480,61.61694444,0AK1,149.3216667
436,14480,61.61694444,0AK1,149.3216667
437,16480,61.61694444,0AK1,149.3216667
438,5480,61.61694444,0AK1,149.3216667
439,3480,61.61694444,0AK1,149.3216667
440,1480,61.61694444,0AK1,149.3216667
441,9480,61.61694444,0AK1,149.3216667
442,1540,61.72555556,0AK2,150.6786111
443,10540,61.72555556,0AK2,150.6786111
444,14540,61.72555556,0AK2,150.6786111
445,3540,61.72555556,0AK2,150.6786111
446,7540,61.72555556,0AK2,150.6786111
447,9540,61.72555556,0AK2,150.6786111
448,5540,61.72555556,0AK2,150.6786111
449,4540,61.72555556,0AK2,150.6786111
450,12540,61.72555556,0AK2,150.6786111
451,2540,61.72555556,0AK2,150.6786111
452,540,61.72555556,0AK2,150.6786111
453,6540,61.72555556,0AK2,150.6786111
454,8540,61.72555556,0AK2,150.6786111
455,13540,61.72555556,0AK2,150.6786111
456,15540,61.72555556,0AK2,150.6786111
457,11540,61.72555556,0AK2,150.6786111
458,16540,61.72555556,0AK2,150.6786111
459,5273,62.03583333,0AK3,150.4938889
460,1273,62.03583333,0AK3,150.4938889
461,16273,62.03583333,0AK3,150.4938889
462,9273,62.03583333,0AK3,150.4938889
463,7273,62.03583333,0AK3,150.4938889
464,4273,62.03583333,0AK3,150.4938889
465,273,62.03583333,0AK3,150.4938889
466,10273,62.03583333,0AK3,150.4938889
467,12273,62.03583333,0AK3,150.4938889
468,3273,62.03583333,0AK3,150.4938889
469,2273,62.03583333,0AK3,150.4938889
470,8273,62.03583333,0AK3,150.4938889
471,6273,62.03583333,0AK3,150.4938889
472,15273,62.03583333,0AK3,150.4938889
473,13273,62.03583333,0AK3,150.4938889
474,14273,62.03583333,0AK3,150.4938889
475,11273,62.03583333,0AK3,150.4938889
476,12260,61.35638889,0AK5,142.7333333
477,260,61.35638889,0AK5,142.7333333
478,7260,61.35638889,0AK5,142.7333333
479,6260,61.35638889,0AK5,142.7333333
480,14260,61.35638889,0AK5,142.7333333
481,16260,61.35638889,0AK5,142.7333333
482,8260,61.35638889,0AK5,142.7333333
483,1260,61.35638889,0AK5,142.7333333
484,10260,61.35638889,0AK5,142.7333333
485,13260,61.35638889,0AK5,142.7333333
486,11260,61.35638889,0AK5,142.7333333
487,3260,61.35638889,0AK5,142.7333333
488,4260,61.35638889,0AK5,142.7333333
489,5260,61.35638889,0AK5,142.7333333
490,15260,61.35638889,0AK5,142.7333333
491,9260,61.35638889,0AK5,142.7333333
492,2260,61.35638889,0AK5,142.7333333
493,3476,61.80333333,0AK6,147.9441667
494,15476,61.80333333,0AK6,147.9441667
495,1476,61.80333333,0AK6,147.9441667
496,4476,61.80333333,0AK6,147.9441667
497,6476,61.80333333,0AK6,147.9441667
498,12476,61.80333333,0AK6,147.9441667
499,10476,61.80333333,0AK6,147.9441667
500,14476,61.80333333,0AK6,147.9441667
501,9476,61.80333333,0AK6,147.9441667
502,8476,61.80333333,0AK6,147.9441667
503,2476,61.80333333,0AK6,147.9441667
504,7476,61.80333333,0AK6,147.9441667
505,11476,61.80333333,0AK6,147.9441667
506,13476,61.80333333,0AK6,147.9441667
507,5476,61.80333333,0AK6,147.9441667
508,476,61.80333333,0AK6,147.9441667
509,16476,61.80333333,0AK6,147.9441667
510,1178,59.77611111,0AK7,150.9586111
511,6178,59.77611111,0AK7,150.9586111
512,2178,59.77611111,0AK7,150.9586111
513,12178,59.77611111,0AK7,150.9586111
514,3178,59.77611111,0AK7,150.9586111
515,13178,59.77611111,0AK7,150.9586111
516,178,59.77611111,0AK7,150.9586111
517,14178,59.77611111,0AK7,150.9586111
518,7178,59.77611111,0AK7,150.9586111
519,4178,59.77611111,0AK7,150.9586111
520,16178,59.77611111,0AK7,150.9586111
521,9178,59.77611111,0AK7,150.9586111
522,11178,59.77611111,0AK7,150.9586111
523,10178,59.77611111,0AK7,150.9586111
524,5178,59.77611111,0AK7,150.9586111
525,8178,59.77611111,0AK7,150.9586111
526,15178,59.77611111,0AK7,150.9586111
527,16349,61.3325,0AK9,150.0591667
528,1349,61.3325,0AK9,150.0591667
529,4349,61.3325,0AK9,150.0591667
530,10349,61.3325,0AK9,150.0591667
531,12349,61.3325,0AK9,150.0591667
532,2349,61.3325,0AK9,150.0591667
533,6349,61.3325,0AK9,150.0591667
534,8349,61.3325,0AK9,150.0591667
535,3349,61.3325,0AK9,150.0591667
536,11349,61.3325,0AK9,150.0591667
537,5349,61.3325,0AK9,150.0591667
538,13349,61.3325,0AK9,150.0591667
539,9349,61.3325,0AK9,150.0591667
540,349,61.3325,0AK9,150.0591667
541,14349,61.3325,0AK9,150.0591667
542,15349,61.3325,0AK9,150.0591667
543,7349,61.3325,0AK9,150.0591667
544,4622,30.44388889,0AL1,87.65694444
545,622,30.44388889,0AL1,87.65694444
546,2622,30.44388889,0AL1,87.65694444
547,5622,30.44388889,0AL1,87.65694444
548,9622,30.44388889,0AL1,87.65694444
549,14622,30.44388889,0AL1,87.65694444
550,8622,30.44388889,0AL1,87.65694444
551,11622,30.44388889,0AL1,87.65694444
552,15622,30.44388889,0AL1,87.65694444
553,16622,30.44388889,0AL1,87.65694444
554,7622,30.44388889,0AL1,87.65694444
555,1622,30.44388889,0AL1,87.65694444
556,12622,30.44388889,0AL1,87.65694444
557,10622,30.44388889,0AL1,87.65694444
558,13622,30.44388889,0AL1,87.65694444
559,6622,30.44388889,0AL1,87.65694444
560,3622,30.44388889,0AL1,87.65694444
561,4616,31.03222222,0AL5,87.25277778
562,12616,31.03222222,0AL5,87.25277778
563,9616,31.03222222,0AL5,87.25277778
564,616,31.03222222,0AL5,87.25277778
565,8616,31.03222222,0AL5,87.25277778
566,5616,31.03222222,0AL5,87.25277778
567,2616,31.03222222,0AL5,87.25277778
568,15616,31.03222222,0AL5,87.25277778
569,16616,31.03222222,0AL5,87.25277778
570,1616,31.03222222,0AL5,87.25277778
571,7616,31.03222222,0AL5,87.25277778
572,13616,31.03222222,0AL5,87.25277778
573,14616,31.03222222,0AL5,87.25277778
574,3616,31.03222222,0AL5,87.25277778
575,10616,31.03222222,0AL5,87.25277778
576,6616,31.03222222,0AL5,87.25277778
577,11616,31.03222222,0AL5,87.25277778
578,16618,34.85,0AL9,87.6325
579,4618,34.85,0AL9,87.6325
580,3618,34.85,0AL9,87.6325
581,618,34.85,0AL9,87.6325
582,6618,34.85,0AL9,87.6325
583,5618,34.85,0AL9,87.6325
584,2618,34.85,0AL9,87.6325
585,14618,34.85,0AL9,87.6325
586,10618,34.85,0AL9,87.6325
587,15618,34.85,0AL9,87.6325
588,8618,34.85,0AL9,87.6325
589,7618,34.85,0AL9,87.6325
590,9618,34.85,0AL9,87.6325
591,12618,34.85,0AL9,87.6325
592,13618,34.85,0AL9,87.6325
593,11618,34.85,0AL9,87.6325
594,1618,34.85,0AL9,87.6325
595,13789,35.26666667,0AR2,90.35
596,15789,35.26666667,0AR2,90.35
597,789,35.26666667,0AR2,90.35
598,8789,35.26666667,0AR2,90.35
599,5789,35.26666667,0AR2,90.35
600,7789,35.26666667,0AR2,90.35
601,2789,35.26666667,0AR2,90.35
602,12789,35.26666667,0AR2,90.35
603,10789,35.26666667,0AR2,90.35
604,9789,35.26666667,0AR2,90.35
605,11789,35.26666667,0AR2,90.35
606,14789,35.26666667,0AR2,90.35
607,1789,35.26666667,0AR2,90.35
608,4789,35.26666667,0AR2,90.35
609,3789,35.26666667,0AR2,90.35
610,16789,35.26666667,0AR2,90.35
611,6789,35.26666667,0AR2,90.35
612,1795,35.89888889,0AR3,93.26111111
613,13795,35.89888889,0AR3,93.26111111
614,10795,35.89888889,0AR3,93.26111111
615,9795,35.89888889,0AR3,93.26111111
616,3795,35.89888889,0AR3,93.26111111
617,2795,35.89888889,0AR3,93.26111111
618,7795,35.89888889,0AR3,93.26111111
619,795,35.89888889,0AR3,93.26111111
620,5795,35.89888889,0AR3,93.26111111
621,15795,35.89888889,0AR3,93.26111111
622,11795,35.89888889,0AR3,93.26111111
623,6795,35.89888889,0AR3,93.26111111
624,16795,35.89888889,0AR3,93.26111111
625,8795,35.89888889,0AR3,93.26111111
626,4795,35.89888889,0AR3,93.26111111
627,14795,35.89888889,0AR3,93.26111111
628,12795,35.89888889,0AR3,93.26111111
629,1950,33.95,0AR7,91.18111111
630,16950,33.95,0AR7,91.18111111
631,4950,33.95,0AR7,91.18111111
632,950,33.95,0AR7,91.18111111
633,12950,33.95,0AR7,91.18111111
634,9950,33.95,0AR7,91.18111111
635,7950,33.95,0AR7,91.18111111
636,15950,33.95,0AR7,91.18111111
637,11950,33.95,0AR7,91.18111111
638,10950,33.95,0AR7,91.18111111
639,14950,33.95,0AR7,91.18111111
640,8950,33.95,0AR7,91.18111111
641,3950,33.95,0AR7,91.18111111
642,13950,33.95,0AR7,91.18111111
643,2950,33.95,0AR7,91.18111111
644,5950,33.95,0AR7,91.18111111
645,6950,33.95,0AR7,91.18111111
646,7553,31.60027778,0J0,85.23805556
647,15553,31.60027778,0J0,85.23805556
648,2553,31.60027778,0J0,85.23805556
649,14553,31.60027778,0J0,85.23805556
650,16553,31.60027778,0J0,85.23805556
651,3553,31.60027778,0J0,85.23805556
652,9553,31.60027778,0J0,85.23805556
653,8553,31.60027778,0J0,85.23805556
654,11553,31.60027778,0J0,85.23805556
655,1553,31.60027778,0J0,85.23805556
656,4553,31.60027778,0J0,85.23805556
657,553,31.60027778,0J0,85.23805556
658,6553,31.60027778,0J0,85.23805556
659,12553,31.60027778,0J0,85.23805556
660,13553,31.60027778,0J0,85.23805556
661,5553,31.60027778,0J0,85.23805556
662,10553,31.60027778,0J0,85.23805556
663,3617,31.0425,0J4,86.31166667
664,4617,31.0425,0J4,86.31166667
665,14617,31.0425,0J4,86.31166667
666,617,31.0425,0J4,86.31166667
667,16617,31.0425,0J4,86.31166667
668,6617,31.0425,0J4,86.31166667
669,12617,31.0425,0J4,86.31166667
670,8617,31.0425,0J4,86.31166667
671,2617,31.0425,0J4,86.31166667
672,1617,31.0425,0J4,86.31166667
673,11617,31.0425,0J4,86.31166667
674,5617,31.0425,0J4,86.31166667
675,10617,31.0425,0J4,86.31166667
676,13617,31.0425,0J4,86.31166667
